аптекарских;апте́карских;form;аптекарский;апте́карский;28419
облеченное;облечённое;normal;облеченный;облечённый;28476
облечённую;облечённую;form;облеченный;облечённый;28476
облеченную;облечённую;normal;облеченный;облечённый;28476
облечённых;облечённых;form;облеченный;облечённый;28476
облеченных;облечённых;normal;облеченный;облечённый;28476
облечённый;облечённый;form;облеченный;облечённый;28476
облеченный;облечённый;normal;облеченный;облечённый;28476
облечённые;облечённые;form;облеченный;облечённый;28476
облеченные;облечённые;normal;облеченный;облечённый;28476
облечённым;облечённым;form;облеченный;облечённый;28476
облеченным;облечённым;normal;облеченный;облечённый;28476
облечённым;облечённым;form;облеченный;облечённый;28476
облеченным;облечённым;normal;облеченный;облечённый;28476
